Teks,Bintang,Tanggal
kenapa kalau email atau sandi saya sudah benar tapi Tidak dapat masuk?? kenapa ya,2,2025-09-24 10:46:17
tolong inimah online kenapa harus premium dulu,4,2025-09-24 10:38:31
Bagus Banget Apk Nya Aku Reting 4 bintang,4,2025-09-24 10:37:51
aplikasi nya sangat bagus untuk mendengarkan musik untuk ngesad,5,2025-09-24 10:37:26
apk nya bagus,5,2025-09-24 10:21:35
asyik bsa musikan sambil chatingan tanpa keganggu,5,2025-09-24 10:19:48
mantap wak,5,2025-09-24 10:17:54
"bagus buat nyalain lagu mala,Scott and zelda,dll buat main pollybuz..itu combi apk yang seru sih no debat,,ytta😹😹",5,2025-09-24 10:16:08
makasih sudah buat kan aplikasi ini🥺🥺🥺,5,2025-09-24 10:13:11
good,5,2025-09-24 09:48:12
memang anjj ini apk 😊😊 byk iklan dan lagi acak dan GK enak didenger memang anjj mending GK udah pake premium mending free aja bgst tolol spotrify anjj😊😊👊👊,1,2025-09-24 09:47:08
mntp sekali,5,2025-09-24 09:25:21
keren,5,2025-09-24 09:22:40
bgus mksi,5,2025-09-24 09:16:25
top,5,2025-09-24 09:07:27
100 persen suka karena kalo lagi kesepian atau galau pasti dengerin lagu lagu,5,2025-09-24 08:57:00
bagus,5,2025-09-24 08:52:31
bagus,5,2025-09-24 08:51:19
wow,5,2025-09-24 08:42:52
mantap,5,2025-09-24 08:39:22
suka bangett tapi kadang ada iklan yaa tapi gapapa,5,2025-09-24 08:36:23
dasar pembela teroris,1,2025-09-24 08:29:13
tolong jangan baja apikasa ini,2,2025-09-24 08:09:37
lebih good,5,2025-09-24 08:09:10
Gapa,5,2025-09-24 07:59:44
sporty ini Sangat seru dan banyak lagu vira dan lagu lainnya saya suka sama spotify ini tapi spotify ini online andai saja spotify ini offline jadi saya kasih lima bintang tapi saya suka karna ada lagu favorit saya meski pun ini online saya tetep suka sama spotify ini terimakasih karna udaahhh bikin buat lagu apa saja,4,2025-09-24 07:50:40
mantap bisa main ml sambil sad,5,2025-09-24 07:50:05
"karena kesalahan kecil untuk menggeser audio, malah otomatis aktif Smart Shuffle yang membuat ada musik lain yang diputar dalam playlist. untuk menonaktifkan nya pulak harus premium bjir bad mod ada iklan maruk lebih kikir dari Gaji**.",2,2025-09-24 07:49:43
CEO ny gblok,1,2025-09-24 07:44:46
kalau mau mutar lagu fav berkali² harus preium dulu,2,2025-09-24 07:23:12
joozzz,5,2025-09-24 07:18:14
lagunya sangat cantik dan menarik bagi saya,5,2025-09-24 07:13:24
keren...,5,2025-09-24 07:11:59
bagus banget,5,2025-09-24 06:47:54
bagus cocok buat lagi main game,5,2025-09-24 06:39:38
best apk for music,5,2025-09-24 06:33:00
enak terhibur selalu dengan adanya Spotify hebat mantap,5,2025-09-24 06:30:08
makin kesini lebih banyak dengerin iklannya dibanding denger musik. baru play 1 musik langsung dikasih 3 iklan,1,2025-09-24 06:22:08
sumpah aplikasi ini sangat bagus untuk di gunakan dengar lagu sumpah woi sangat bagus nda rugi silahkan download aplikasi ini,5,2025-09-24 06:16:28
baguss enak tapi susah nyari love nya sekarang di hilangin kayak nya,5,2025-09-24 05:59:29
bagus,5,2025-09-24 05:56:11
bagus kok,4,2025-09-24 05:48:38
top markotop,5,2025-09-24 05:31:16
top markotop,5,2025-09-24 05:28:23
bagus banget untuk pake tidur,5,2025-09-24 05:22:01
lagu nya asik banget,5,2025-09-24 05:18:51
"aplikasi nya bagus, walaupun lagi nya kurang lengkap",5,2025-09-24 05:15:35
"Ini kenapa ya? Padahal dulu pas dipakai dengerin lagu pakai bluetooth bisa-bisa aja, apa bukan karna bluetooth nya ya? Aku baru nyetel lagu pakai earphone, lagunya langsung berhenti dan hilang?? Itu bug sementara atau apa? aku lihat-lihat di ratingnya gak ada masalah kaya aku, apa cuman aku doang? Ini Spotify nya yang bermasalah atau aku ya Ini ngganggu banget sumpah, aku jadi gak mood lagi dengerin lagu. Kalau ini bug, tolong secepatnya diperbaiki, ini bisa ngeganggu kenyamanan penggunanya.",3,2025-09-24 05:09:11
aplikasi yang bagus untuk ngesad,5,2025-09-24 05:01:26
bagus tpi minusnya cuman iklannya banyak aja sih,4,2025-09-24 04:37:46
bagus,5,2025-09-24 04:36:36
aplikasi nya sangat bagus,5,2025-09-24 04:20:59
ok,5,2025-09-24 04:00:38
keren,5,2025-09-24 03:55:56
sangat bagus. hanya tidak selengkap youtube music,5,2025-09-24 03:45:32
momen yg sangat pas saat saya bersama cewe saya terputar lagu sempurna,5,2025-09-24 03:35:47
asik music gratis kualitas good,5,2025-09-24 03:32:58
bagus,5,2025-09-24 03:24:28
oke di debgerin sambil leyeh,5,2025-09-24 03:14:02
astaghfiruwloh ini emang yah yang buat ini mantap banget deh ini mah lebih dari kata bagus aku kasi bintang 5,5,2025-09-24 03:09:28
keren 😍👍👍,5,2025-09-24 03:06:04
ini bagus,5,2025-09-24 02:52:36
Bagus banget bisanya itu kalo music bisa nya itu cuma di aplikasi nya tapi ini ngk bagus banget,5,2025-09-24 02:49:24
pandang pertama kenal sportify langsung jatuh cinta luvv,5,2025-09-24 02:40:27
Luar biasa...Spotify pilihan terbaik 💥💥💥,5,2025-09-24 02:33:13
"dulu emang bgus tapi kesini""ga bisa milih lgu yg pngen diputar dsar apk gaje",1,2025-09-24 02:28:19
tolong ada fitur yang bisa buat offline,1,2025-09-24 02:13:40
sangat menyenangkan sekali karena aplikasi ini dapat menemani saya di berbagai aktivitas😊,5,2025-09-24 01:57:11
kalau sudah bisa pembelian premium pakai akun dana saya kasih bintang lima,2,2025-09-24 01:34:23
ok,5,2025-09-24 01:18:08
"mau bayar premium yg promo (59k selama 3 bulan) tapi ga bisa ""tidak dapat terhubung"" TOLONG PERBAIKI JIKA NIAT NGASIH PROMO",1,2025-09-24 01:17:14
seru denger nya kaya gimana gitu,5,2025-09-24 01:13:31
seru,5,2025-09-24 01:04:54
sangat bagus² lagunya jadi pengen denger selama -lama nya,5,2025-09-24 00:55:42
"seru banget, semenjak kenal Spotify jadi ke tagihan denger musik di Spotify",5,2025-09-24 00:52:52
bagus,5,2025-09-24 00:51:50
Alhamdulillah wasyukurillah bisa menikmati musik klasik dan religi gratis dan mudah. Terimakasih kasih dan love buat Spotify,5,2025-09-24 00:45:44
keren,5,2025-09-24 00:28:50
sangat baik mendengar lagu lagu di waktu santai,5,2025-09-24 00:10:05
Terbaik,5,2025-09-24 00:01:31
membuat hati tenang dan bernostalgia dengan lagu2 terbaik,5,2025-09-23 23:54:51
keren,5,2025-09-23 23:33:12
saya mau berlangganan premium 3 bulan via gopay tapi kok gabisa ya? saldo saya cukup dan selalu terjadi eror saat udah mau bayar,1,2025-09-23 23:28:15
bagus lagi lengkap..free kurangin iklan..hehehe,5,2025-09-23 23:21:16
wow,5,2025-09-23 23:20:25
😊👍🏻,4,2025-09-23 23:13:34
king Farhan,5,2025-09-23 22:56:49
bagus,5,2025-09-23 22:42:25
þ³ruźure2 45r6rźeŕ7ezrrrrrrrew7rrrruurz,3,2025-09-23 21:01:48
"TT d dr rumah , tddszzs ada RSsse SE wsa wa ss rasa Ra d",4,2025-09-23 20:13:22
"semoga aja bisa free downld, rate kasi 3 bintang aja dlu",3,2025-09-23 18:45:24
Mantap musiknya,5,2025-09-23 18:18:12
apk paling the best,5,2025-09-23 17:35:10
"sekarang lagu yang sering disetel giliran dipencet malah lagu lain yang disetel, harus banget premium",1,2025-09-23 17:19:19
sangat bagus,3,2025-09-23 17:10:45
iklannyaa terlalu banyak kalo bole sih dikuranginn dkit😁,3,2025-09-23 17:09:02
sesuai namanya sportitif,5,2025-09-23 17:06:48
"pt 1. Gw beli paket premium 3 bulan, tapi kenapa di pemakaian 1 bulan malah sudah habis? scam kah? gw jelas merasa terugikan, karena gw yakin di awal gw beli premium 3 bulan, bukan premium individual 1 bulan, kalau sampai ini ngga selesai, bakal gw rating 1 terus. pt 2. Gw dah coba hubungi cs, ada yang bilang duid bakal di refund, BOHONG BANGET, ga balik duid gw, palingan itu yang rating juga orang²an spotify. Menghubungi cs juga ga membuahkan hasil, gw sebagai pengguna kecewa kalo begini",1,2025-09-23 17:00:19
suka vqgus sekali,5,2025-09-23 16:47:15
"susah login pake akun yang sudah ada, kode sms nya gak masuk masuk menggunakan nomor tsell",1,2025-09-23 16:14:04
Enak di dengar,5,2025-09-23 16:10:37
menyenangkan,5,2025-09-23 15:53:31
ok sip,5,2025-09-23 15:42:47
top,5,2025-09-23 15:39:37
ok mantap,5,2025-09-23 15:38:28
aplikasi kntl dng0,1,2025-09-23 15:37:36
bagus,5,2025-09-23 15:35:31
yahh ane kira kalo udh di download bisa dengerin offline trnyta ga bsa😢,4,2025-09-23 15:32:23
STOP WARR!!!!,1,2025-09-23 15:24:10
3 Lagu 3 Iklan 3 Bintang,3,2025-09-23 15:23:35
tidak bisa di unduh dan tibak bisa di putar pas lagi offline,3,2025-09-23 15:23:26
banyak teing iklan eh asli,4,2025-09-23 15:19:35
plis nama pengguna bikin bisa di edit biar login gampang,4,2025-09-23 15:19:31
"sering stuck waktu mau putar lagu, tulisannya kamu bisa menikmati lagu ini setelah iklan, tappi iklannya gamau muncul, udah dicoba berkali kali ditunggu berkali kali sama aja padahal jaringan ga ada masalah, udah coba uninstall sempet bisa akhirnya gitu lagi",1,2025-09-23 15:02:20
mantap aku kasih rating 49/51,5,2025-09-23 14:48:59
lagu nyaa asik asikk semuaa cuyyy,5,2025-09-23 14:18:21
bagus,5,2025-09-23 14:13:46
ini bagus dan lumayan tapi kurangin donk iklan nya tolong ya semoga di jawab,5,2025-09-23 14:10:43
"spotify saya rusak tidak bisa mengunakan wifi sudah mencoba berbagai hal, hanya bisa menggunakan data seluler",1,2025-09-23 14:09:01
Mantap,5,2025-09-23 14:08:05
"makin pelit, 2 lagu iklan. bosen dengerin iklan yg itu"" terus. mana iklannya garing.",1,2025-09-23 14:07:23
bagus,5,2025-09-23 14:00:29
ok,5,2025-09-23 13:59:51
"WOI SPOTYFY MAKIN KESINI MAKIN PELIT, 1 HARI BATAS LAGU NYA SKRG DI GW BS SAMPE 5LAGU DOANG. YOU BEGGING ME SO MUCH TO GET PREMIUM. IKLAN NYA BANYAK BGT DI GW AMPE SEKALI 3/5 IKLAN. SARAN AKU GANTI IKLAN NYA PAKE IKLAN LAGU ORANG LAJN DARIPADA ISI IKLAN NYA YANG BIKIN KESEL TERIAK TERIAK GAKJELAS.",2,2025-09-23 13:59:22
bagus banget apa lagi lagu ujung jalan,5,2025-09-23 13:51:18
Aplikasi ini sangat bagus sekali...,5,2025-09-23 13:42:26
bagus apalagi saat Waktu luang dan paket datanya nggak boros,5,2025-09-23 13:42:06
enak kalauau main jadi asik,5,2025-09-23 13:37:56
Bug,3,2025-09-23 13:35:21
"mode souffle yang hanya merepotkan pendengar saja, mau dengerin lagu fun malah tambah bad mood.",1,2025-09-23 13:29:51
"aplikasi yang paling berguna,apalagi kalo dipake waktu belajar",5,2025-09-23 13:19:36
good luck ya,5,2025-09-23 13:17:29
MANTAPPP KAKA,5,2025-09-23 13:16:34
good job,5,2025-09-23 13:13:18
mantap,5,2025-09-23 13:10:38
bagus,5,2025-09-23 13:06:21
gk bisa login pke facebook,1,2025-09-23 13:03:32
lagu nya bayak dan seru didengar,5,2025-09-23 13:00:53
"lumayan membuat saya terhibur, apalagi saat latihan fisik",5,2025-09-23 13:00:31
"BANYAK IKLAN WOI, perasaan dulu ga se-rajin itu dah muncul iklannya",1,2025-09-23 12:59:04
good,5,2025-09-23 12:53:26
Makin sering dengerin semakin sering iklan nya .....jd pngn uninstall aja ni aplikasi,1,2025-09-23 12:53:24
Sportify semakin didepan 🤣👍,5,2025-09-23 12:44:00
aplikasi yg menyenangkan,5,2025-09-23 12:42:19
saya suka namun banyak iklan hanya karena belum premium,4,2025-09-23 12:40:10
👍😁,5,2025-09-23 12:39:31
aplikasi nya bagus tp kok di aku lirik nya ga keluar ya??,5,2025-09-23 12:38:09
bagus banget demi ungker 😭,5,2025-09-23 12:36:11
bagusss sangat bagus,5,2025-09-23 12:31:45
saya sangat suka,5,2025-09-23 12:31:26
Masih banyak bug saat update ke premium terutama kalau dari google play store,1,2025-09-23 12:28:04
Tanpa Basa Basi..........,5,2025-09-23 12:20:30
lagu yang baru jarang ada ya,5,2025-09-23 12:16:29
ok..lah,5,2025-09-23 12:15:32
bagus,5,2025-09-23 12:07:41
perfek,5,2025-09-23 11:57:59
mantab..koleksi makin banyak..,5,2025-09-23 11:50:58
seru aja sihh,5,2025-09-23 11:34:03
ckp tau.,1,2025-09-23 11:33:56
ini banyak iklan nya,1,2025-09-23 11:23:05
gacorrr,5,2025-09-23 11:15:08
aplikasi anj,1,2025-09-23 11:07:25
aplikasi ini sangatt baguss sekali,5,2025-09-23 11:04:56
ahgajelas ga bisa masuk😡👎,1,2025-09-23 10:52:20
"jelek, bnyak iklan, maksa bgt, apk eek, pro isriwil",1,2025-09-23 10:43:25
pemakaiannya mudah. buat pilihan premium juga banyak. cuma untuk lahu baru belum ada subtitlenya. Semoga pembuatan subtitlenya dipercepat,5,2025-09-23 10:36:37
bagus soptify buat dengerin lagu good job♥️,5,2025-09-23 10:34:24
saya suka lagu2 kenanga,1,2025-09-23 10:21:25
asyikkkk,5,2025-09-23 10:20:39
kenapa saya kasih bintang 4 karna pas saya ngedit playlist saya malah GK ke simpen aneh banget padahal apk nya gda update tolong banget nih trus udh coba tutup buka apk pun masih sama g kesimpen tolong di benerin sih itu aja trs tambahin fitur buat ngedit playlist misal nih lagu favorit ada di paling bawah suka mls nyari nya jadi tinggal di ketik trs tinggal taruh di paling atas sekian dari saya semoga di bales sama developer nya,4,2025-09-23 10:19:47
jelek banget malah jadi kek gitu spotify nya,1,2025-09-23 10:10:44
"memberikan banyak lagu menyenangkan,aku duka itu!!",5,2025-09-23 10:02:56
mengapa di beberapa lagu tidak ada lirik nya?,3,2025-09-23 09:51:54
tambahkan lagu daerahnya terutama lagu melayu deli,5,2025-09-23 09:49:43
btull,5,2025-09-23 09:38:00
ini nya jelek masa guamau ambil nyanyi jujur kurasakan pura laalasan malah nyanyi Du bawah nya yang bunyi😞🤮🤮🤮🤮👿👿👿👿👿👿👿👿👿,2,2025-09-23 09:37:00
beruntung Banget saya mendownload aplikasi ini,5,2025-09-23 09:31:48
Mantap,5,2025-09-23 09:25:14
bgusssss skliiii💗😚,5,2025-09-23 09:21:44
bagus enak di dengar,4,2025-09-23 09:18:50
app in angkat bangus murahh lagii,5,2025-09-23 09:01:32
ini sangat mantap,5,2025-09-23 08:58:24
Zionis,1,2025-09-23 08:57:57
Sudah waktunya untuk uninstall selamanya atau sekalian hapus akun.,1,2025-09-23 08:52:07
sangat baikk,5,2025-09-23 08:47:21
bagus dan sopan2 tp sayang wkt buat tlp hny 10 mnit doang,5,2025-09-23 08:37:22
"from app: rupiyo,,, but not reward",1,2025-09-23 08:34:55
bagus bisa di download jadi walau GK ada kuota bisa dengerin lagu kesukaan deh,5,2025-09-23 08:33:12
"suka sekali,,,tidak banyak iklan",5,2025-09-23 08:13:58
cuih najis,1,2025-09-23 08:10:48
bagus banget,5,2025-09-23 08:07:14
bagus poll,5,2025-09-23 08:05:24
"semakin buruk, setiap kali saya mendengarkan lagu pasti batasannya 3 jam, saya sudah melakukan hal yg sudah di sarankan dan tetap saja bahkan menjadi lebih sebentar barusan saya mencoba mendengarkan lagu baru sampai pertengahan lagu, lagunya sudah langsung stuck jika ingin lancar mendengarkan lagu saya perlu membuka semua playlist yh saya sukai.. itu cukup merepotkan apalagi untuk orang yg memiliki banyak aktivitas, mohon di perbaiki.. saya suka apk ini tapi dengan Bug ini saya jadi tak puas..",1,2025-09-23 07:52:23
cocok sama saya aplikasinya,5,2025-09-23 07:47:38
"aplikasi paling sampah apa apa harus bayar, yang punya presiden pungli",1,2025-09-23 07:43:16
mantap,5,2025-09-23 07:16:15
jujur aplikasi ini mantep bet,5,2025-09-23 07:15:59
ADA LAGU FAVORIT SAYA DI APLIKASI INI,5,2025-09-23 07:13:55
bagus dan,5,2025-09-23 06:49:50
asik,4,2025-09-23 06:30:48
pro,5,2025-09-23 06:20:56
"bagussssssss bgttttttt, cocokkkk buatttttt kaliannnn yang sukaaaa galauuuu🤙🏻👍🏻",5,2025-09-23 06:16:21
jelek,1,2025-09-23 06:14:29
bagus lagu nya,5,2025-09-23 06:12:28
saya kurang suka iklan ny manggagu banget tapi saya suka banget lagu yang ada di spotify enak banget di dengar,4,2025-09-23 06:03:46
aplikasinya emang bagus sih tapi yang bikin ngeselin pas ada iklan tapi wajar kalo ada iklan masalahnya kan emang gratis daripada suruh bayar mendingan ada iklan daripada suruh bayar,5,2025-09-23 05:57:10
ini bagus bagi saya,4,2025-09-23 05:55:48
Sangat menghibur.. suka,5,2025-09-23 05:44:29
sumpah! cocokk bgtt di akuu!!!😍😍,5,2025-09-23 05:42:45
lagu nya lengkapp,5,2025-09-23 05:40:46
akuu sangat sukaa aplikasi laguu inii lopyuu deh🥳,5,2025-09-23 05:39:54
musiknya bagus bagus aku suka Spotify,5,2025-09-23 05:39:05
coba aka bisa untuk nonton bokeb,5,2025-09-23 05:38:15
"Aplikasi nya sudah bagus tetapi masih banyak iklan yang mengganggu,dan kalo di putar musik ny tidak bisa di ulangin saat keluar aplikasi, separuh juga bayar...",5,2025-09-23 05:36:22
"sejauh ini, belum ada kendala dalam menggunakan aplikasi nya ..",5,2025-09-23 05:03:35
bagus,5,2025-09-23 04:48:57
aplikasi yang sangat bagusss,5,2025-09-23 04:35:37
"keren seruuu. Saya biasanya gak menulis ulasan. kalau saya menulis, antara aplikasinya jelek/mengecewakan atau bagus banget dan sangat useful.",5,2025-09-23 04:30:14
semua genre lagu ada all may favorite song a complet in here,5,2025-09-23 04:28:20
bagus,5,2025-09-23 04:23:36
mantab,5,2025-09-23 03:34:30
good😁,5,2025-09-23 03:33:01
top bgt,5,2025-09-23 02:58:07
vamos,5,2025-09-23 02:53:50
cukup bagus untuk mendengarkan musik sambil santai di waktu luang,4,2025-09-23 02:50:48
"bagus bangt kak, TPI saya saranin bisa mode offline nya biar makin the best",5,2025-09-23 02:39:57
komplit lagunya dan pilihannya cuma iklannya agak bnyk,5,2025-09-23 02:35:31
kurang banyak min IKLANNYA!! ditambah aja 20 iklan setiap 2/3 lagu biar makin menyala.,1,2025-09-23 02:32:24
mantab dan lengkap,5,2025-09-23 02:08:52
buka aplikasi lain tetap bisa,5,2025-09-23 02:03:02
bagusss,5,2025-09-23 01:51:45
gak bisa masuk,2,2025-09-23 01:51:38
bagus,5,2025-09-23 01:11:49
bagus,5,2025-09-23 01:06:13
"Spotify udh bagus banget, tapi saya mohon bgt bgt bgt untuk update versi bagian pembayaran, saya mau beli premium tapi mau pake cara paling mudah, waktu itu saya tawarin ke KK saya dia gk punya dan gk ngerti sama metode pembayaran lainya, jadi untuk mempermudah coba tambahkan sistem pembayaran mengunakan Kode Barcode, tolong yaaa, ah klo ada aku bakal beli dengan mudah dan aku akan tawarin ke org2 di kampuang halamanku biar mereka merasakan aplikasi ini begitu bagus. kloudh, aku perbaiki rating",3,2025-09-23 01:04:32
bagus,5,2025-09-23 01:00:54
pertahankan performanya,5,2025-09-23 00:35:25
okey bagus,5,2025-09-23 00:26:27
keren,5,2025-09-23 00:20:24
mantap ok banget,4,2025-09-23 00:10:18
good music aplication,5,2025-09-23 00:00:32
lagu nya bagus bagus bgt,5,2025-09-22 23:53:23
ok,5,2025-09-22 23:38:46
yang mau sportify nya premium follow,5,2025-09-22 23:26:28
bagus sekali💐,5,2025-09-22 23:11:32
lagunya bagus dan mantap,5,2025-09-22 22:39:31
Saya suka aplikasinya,4,2025-09-22 22:29:53
well,5,2025-09-22 22:28:16
musik nya sangat enak di denger terus kalo kita lupa nama judul tinggal lirik aja beres gampang kan,5,2025-09-22 22:28:04
"udah naik malah bnyak iklan,, harusnya bintang 0 sih",1,2025-09-22 22:22:21
bisa menghibur dan piturnya mudah sulses untuk spotify,5,2025-09-22 22:22:03
mantap,5,2025-09-22 20:29:09
banyak pilihan musik,5,2025-09-22 20:23:30
"kamu pendukung negara pembunuh, bintang satu untuk anda, maaf saya harus hapus aplikasi sampah",1,2025-09-22 19:31:47
ok bgt,5,2025-09-22 19:17:36
sangat baguss pokoknya aku seneng pakek spotify music😍,5,2025-09-22 18:41:02
ga bisa download,1,2025-09-22 17:24:14
very niceee 😍,5,2025-09-22 17:09:06
Bagus..Bagus Lagi Jikalau Gratis. .;! 🤣🤣🤣,5,2025-09-22 17:06:49
Bagus sekali,5,2025-09-22 17:06:01
"siapa yg buat apk ini plis? ILOVE U BGT DEMI UNGKER🤍🤍🤍 gua cinta bgt ama spotify ini. krna gua kan suka denger lagu klo lagi ngerjain sesuatu gtu kan, intinya cinta spotify🤍🤍😝👈🤟",5,2025-09-22 17:01:06
aplikasi tidak bisa di install,1,2025-09-22 16:26:31
kumpulan lagunya sungguh banyak dan puas,5,2025-09-22 16:23:43
kok sekarang iklan nya semakin banyak? tolong kembalikan seperti dahulu,2,2025-09-22 16:22:12
bagus banget aku jadi bisa dengerin lagu sambil masak 🗿🗿,5,2025-09-22 16:17:57
mbois bngttt,5,2025-09-22 16:14:58
IKLAN MU ITU COK,1,2025-09-22 15:50:46
aplikasi udah mulai susah,1,2025-09-22 15:23:48
mantabb,5,2025-09-22 15:19:37
Ok,3,2025-09-22 15:17:33
merupakan apk yang bagus tapi sayangnya tidak hampir semua lagu ada,4,2025-09-22 15:16:07
"sering ganti"" lagu sendiri",3,2025-09-22 15:12:25
memuaskan,5,2025-09-22 15:08:51
"gada lagu ""ginga no uta"" , pdhl itu lagu kesukaan ku",1,2025-09-22 15:00:41
kenapa tidak ada laguu ginga no uta pantekk emangg,1,2025-09-22 14:59:51
Plis buatin jadi ada automix nya dong plissssssss,5,2025-09-22 14:58:49
baik,5,2025-09-22 14:56:38
mantap jiwa,5,2025-09-22 14:55:26
jangan banyak iklan nya ya,5,2025-09-22 14:53:49
rekomendasi aplikasi musik paling bagus dan paling lengkap,5,2025-09-22 14:42:15
